Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,hour,month,dayofweek,city_encoded,cluster,anomaly,safety_score
36117,,2024-02-13 20:00:00,,Jaipur,164,COUNTERFEITING,44,F,Blunt Object,Other Crime,12,No,,11.0,2,1,10,2,1,90
36119,,2024-02-13 22:00:00,,Bangalore,297,EXTORTION,30,F,Poison,Other Crime,5,No,,11.0,2,1,2,2,1,90
36120,,2024-02-13 23:00:00,,Bhopal,490,PUBLIC INTOXICATION,39,F,Other,Other Crime,16,No,,11.0,2,1,3,2,1,90
36121,,2024-02-14 00:00:00,,Mumbai,360,HOMICIDE,74,F,Firearm,Other Crime,10,Yes,04-09-2025 15:00,11.0,2,2,17,1,1,95
36122,,2024-02-14 01:00:00,,Lucknow,165,ILLEGAL POSSESSION,41,F,Explosives,Other Crime,18,Yes,05-04-2024 14:00,11.0,2,2,14,2,1,90
36123,,2024-02-14 02:00:00,,Chennai,316,ASSAULT,39,F,,Violent Crime,8,Yes,26-04-2024 14:00,11.0,2,2,4,2,1,90
36124,,2024-02-14 03:00:00,,Patna,193,SHOPLIFTING,42,F,Poison,Other Crime,12,Yes,02-05-2024 22:00,11.0,2,2,20,1,1,95
36125,,2024-02-14 04:00:00,,Delhi,521,FRAUD,39,F,,Other Crime,3,Yes,28-02-2024 01:00,11.0,2,2,5,2,1,90
36127,,2024-02-14 06:00:00,,Kanpur,425,FIREARM OFFENSE,77,F,Other,Fire Accident,18,No,,11.0,2,2,12,2,1,90
36133,,2024-02-14 12:00:00,,Nashik,393,ILLEGAL POSSESSION,68,F,Blunt Object,Other Crime,1,No,,11.0,2,2,19,1,1,95
36134,,2024-02-14 13:00:00,,Ahmedabad,471,DOMESTIC VIOLENCE,71,F,Explosives,Violent Crime,7,No,,11.0,2,2,1,2,1,90
36137,,2024-02-14 16:00:00,,Chennai,158,IDENTITY THEFT,27,F,Knife,Violent Crime,10,No,,11.0,2,2,4,2,1,90
36138,,2024-02-14 17:00:00,,Srinagar,264,KIDNAPPING,50,F,Poison,Other Crime,13,No,,11.0,2,2,23,1,1,95
36139,,2024-02-14 18:00:00,,Hyderabad,467,DOMESTIC VIOLENCE,53,F,Firearm,Violent Crime,9,No,,11.0,2,2,8,2,1,90
36143,,2024-02-14 22:00:00,,Jaipur,324,VANDALISM,48,F,Blunt Object,Other Crime,5,No,,11.0,2,2,10,2,1,90
36144,,2024-02-14 23:00:00,,Delhi,209,KIDNAPPING,67,F,Firearm,Other Crime,12,No,,11.0,2,2,5,2,1,90
36146,,2024-02-15 01:00:00,,Ahmedabad,263,HOMICIDE,65,F,Blunt Object,Other Crime,6,Yes,24-11-2025 08:00,11.0,2,3,1,3,1,85
36147,,2024-02-15 02:00:00,,Kalyan,398,ROBBERY,41,F,Blunt Object,Violent Crime,4,Yes,24-07-2024 20:00,11.0,2,3,11,3,1,85
36149,,2024-02-15 04:00:00,,Lucknow,567,SHOPLIFTING,68,F,Blunt Object,Other Crime,10,Yes,16-04-2024 12:00,11.0,2,3,14,1,1,95
36150,,2024-02-15 05:00:00,,Kolkata,200,COUNTERFEITING,76,F,,Other Crime,18,Yes,23-04-2024 08:00,11.0,2,3,13,1,1,95
36151,,2024-02-15 06:00:00,,Delhi,244,EXTORTION,41,F,Other,Other Crime,13,No,,11.0,2,3,5,3,1,85
36152,,2024-02-15 07:00:00,,Ahmedabad,333,VEHICLE - STOLEN,11,F,Poison,Violent Crime,5,No,,11.0,2,3,1,3,1,85
36153,,2024-02-15 08:00:00,,Faridabad,330,ILLEGAL POSSESSION,19,F,,Other Crime,9,Yes,09-05-2024 22:00,11.0,2,3,6,3,1,85
36155,,2024-02-15 10:00:00,,Delhi,338,DOMESTIC VIOLENCE,18,F,Blunt Object,Violent Crime,14,Yes,06-04-2024 01:00,11.0,2,3,5,3,1,85
36157,,2024-02-15 12:00:00,,Lucknow,274,ROBBERY,55,F,Explosives,Violent Crime,2,No,,11.0,2,3,14,1,1,95
36158,,2024-02-15 13:00:00,,Bangalore,306,SEXUAL ASSAULT,11,F,Blunt Object,Violent Crime,16,No,,11.0,2,3,2,3,1,85
36159,,2024-02-15 14:00:00,,Kolkata,203,ASSAULT,26,F,Other,Violent Crime,17,No,,11.0,2,3,13,1,1,95
36161,,2024-02-15 16:00:00,,Delhi,276,PUBLIC INTOXICATION,73,F,Blunt Object,Other Crime,8,Yes,02-03-2024 14:00,11.0,2,3,5,3,1,85
36163,,2024-02-15 18:00:00,,Agra,127,KIDNAPPING,61,F,Explosives,Other Crime,4,No,,11.0,2,3,0,3,1,85
36164,,2024-02-15 19:00:00,,Thane,223,CYBERCRIME,45,F,Other,Other Crime,5,No,,11.0,2,3,25,1,1,95
36165,,2024-02-15 20:00:00,,Pune,257,BURGLARY,25,F,Poison,Other Crime,3,No,,11.0,2,3,21,1,1,95
36168,,2024-02-15 23:00:00,,Delhi,278,KIDNAPPING,36,F,Explosives,Other Crime,5,Yes,26-04-2024 19:00,11.0,2,3,5,3,1,85
36169,,2024-02-16 00:00:00,,Mumbai,142,BURGLARY,27,F,Firearm,Other Crime,10,No,,11.0,2,4,17,1,1,95
36170,,2024-02-16 01:00:00,,Faridabad,161,TRAFFIC VIOLATION,18,F,Poison,Traffic Fatality,5,No,,11.0,2,4,6,3,1,85
36172,,2024-02-16 03:00:00,,Jaipur,197,ROBBERY,61,F,Other,Violent Crime,3,No,,11.0,2,4,10,3,1,85
36173,,2024-02-16 04:00:00,,Bangalore,452,ROBBERY,20,F,Explosives,Violent Crime,6,No,,11.0,2,4,2,3,1,85
36175,,2024-02-16 06:00:00,,Chennai,596,PUBLIC INTOXICATION,35,F,Blunt Object,Other Crime,2,Yes,06-03-2024 05:00,11.0,2,4,4,3,1,85
36176,,2024-02-16 07:00:00,,Kolkata,456,EXTORTION,25,F,Firearm,Other Crime,7,No,,11.0,2,4,13,3,1,85
36177,,2024-02-16 08:00:00,,Mumbai,594,VANDALISM,20,F,Other,Other Crime,1,No,,11.0,2,4,17,1,1,95
36178,,2024-02-16 09:00:00,,Bangalore,369,VEHICLE - STOLEN,58,F,Knife,Violent Crime,12,No,,11.0,2,4,2,3,1,85
36181,,2024-02-16 12:00:00,,Kalyan,514,FRAUD,27,F,Poison,Other Crime,17,No,,11.0,2,4,11,3,1,85
36182,,2024-02-16 13:00:00,,Kolkata,198,ILLEGAL POSSESSION,54,F,Knife,Other Crime,6,No,,11.0,2,4,13,1,1,95
36183,,2024-02-16 14:00:00,,Mumbai,439,COUNTERFEITING,40,F,Knife,Other Crime,11,No,,11.0,2,4,17,1,1,95
36184,,2024-02-16 15:00:00,,Mumbai,522,FRAUD,13,F,Explosives,Other Crime,12,No,,11.0,2,4,17,1,1,95
36185,,2024-02-16 16:00:00,,Delhi,164,SHOPLIFTING,29,F,Firearm,Other Crime,5,No,,11.0,2,4,5,3,1,85
36186,,2024-02-16 17:00:00,,Thane,539,FRAUD,17,F,Explosives,Other Crime,15,Yes,04-03-2024 03:00,11.0,2,4,25,1,1,95
36187,,2024-02-16 18:00:00,,Kanpur,452,CYBERCRIME,63,F,Blunt Object,Other Crime,4,No,,11.0,2,4,12,3,1,85
36188,,2024-02-16 19:00:00,,Faridabad,113,ROBBERY,16,F,,Violent Crime,17,No,,11.0,2,4,6,3,1,85
36189,,2024-02-16 20:00:00,,Delhi,488,FRAUD,20,F,Firearm,Other Crime,16,Yes,12-03-2024 11:00,11.0,2,4,5,3,1,85
36190,,2024-02-16 21:00:00,,Jaipur,194,FIREARM OFFENSE,25,F,Other,Fire Accident,13,Yes,12-03-2024 23:00,11.0,2,4,10,3,1,85
36192,,2024-02-16 23:00:00,,Kanpur,362,COUNTERFEITING,56,F,,Other Crime,10,No,,11.0,2,4,12,3,1,85
36193,,2024-02-17 00:00:00,,Bangalore,492,BURGLARY,78,F,Poison,Other Crime,4,No,,11.0,2,5,2,3,1,85
36194,,2024-02-17 01:00:00,,Bangalore,248,ROBBERY,39,F,Explosives,Violent Crime,7,No,,11.0,2,5,2,3,1,85
36196,,2024-02-17 03:00:00,,Delhi,476,HOMICIDE,21,F,Blunt Object,Other Crime,12,Yes,14-05-2025 09:00,11.0,2,5,5,3,1,85
36197,,2024-02-17 04:00:00,,Indore,300,PUBLIC INTOXICATION,60,F,Blunt Object,Other Crime,2,Yes,02-03-2024 17:00,11.0,2,5,9,3,1,85
36198,,2024-02-17 05:00:00,,Ahmedabad,353,DOMESTIC VIOLENCE,56,F,Other,Violent Crime,3,Yes,04-03-2024 15:00,11.0,2,5,1,3,1,85
36200,,2024-02-17 07:00:00,,Ahmedabad,249,DRUG OFFENSE,13,F,Firearm,Other Crime,11,Yes,29-02-2024 08:00,11.0,2,5,1,3,1,85
36203,,2024-02-17 10:00:00,,Faridabad,499,KIDNAPPING,71,F,Blunt Object,Other Crime,1,Yes,27-02-2024 02:00,11.0,2,5,6,3,1,85
36204,,2024-02-17 11:00:00,,Ahmedabad,548,SHOPLIFTING,50,F,Explosives,Other Crime,13,Yes,01-05-2024 16:00,11.0,2,5,1,3,1,85
36205,,2024-02-17 12:00:00,,Pune,518,FIREARM OFFENSE,59,F,Firearm,Fire Accident,10,No,,11.0,2,5,21,1,1,95
36207,,2024-02-17 14:00:00,,Faridabad,556,ILLEGAL POSSESSION,25,F,,Other Crime,3,Yes,13-04-2024 14:00,11.0,2,5,6,3,1,85
36208,,2024-02-17 15:00:00,,Nagpur,284,SEXUAL ASSAULT,10,F,Explosives,Violent Crime,2,No,,11.0,2,5,18,1,1,95
36211,,2024-02-17 18:00:00,,Kanpur,243,IDENTITY THEFT,19,F,Explosives,Violent Crime,5,Yes,04-05-2024 08:00,11.0,2,5,12,3,1,85
36214,,2024-02-17 21:00:00,,Delhi,377,PUBLIC INTOXICATION,78,F,Firearm,Other Crime,10,Yes,01-03-2024 19:00,11.0,2,5,5,3,1,85
36215,,2024-02-17 22:00:00,,Delhi,199,IDENTITY THEFT,42,F,Knife,Violent Crime,18,No,,11.0,2,5,5,3,1,85
36217,,2024-02-18 00:00:00,,Ahmedabad,385,IDENTITY THEFT,39,F,Other,Violent Crime,16,Yes,02-05-2024 17:00,11.0,2,6,1,3,1,85
36218,,2024-02-18 01:00:00,,Jaipur,420,PUBLIC INTOXICATION,70,F,Poison,Other Crime,3,Yes,24-02-2024 00:00,11.0,2,6,10,3,1,85
36219,,2024-02-18 02:00:00,,Pune,565,VANDALISM,41,F,Explosives,Other Crime,13,No,,11.0,2,6,21,1,1,95
36220,,2024-02-18 03:00:00,,Chennai,390,ROBBERY,26,F,Blunt Object,Violent Crime,6,Yes,06-06-2024 19:00,11.0,2,6,4,3,1,85
36222,,2024-02-18 05:00:00,,Thane,570,FRAUD,70,F,Explosives,Other Crime,4,Yes,05-04-2024 15:00,11.0,2,6,25,1,1,95
36223,,2024-02-18 06:00:00,,Delhi,160,VEHICLE - STOLEN,27,F,Explosives,Violent Crime,15,No,,11.0,2,6,5,3,1,85
36224,,2024-02-18 07:00:00,,Nagpur,259,KIDNAPPING,56,F,Poison,Other Crime,14,No,,11.0,2,6,18,1,1,95
36228,,2024-02-18 11:00:00,,Mumbai,370,SEXUAL ASSAULT,22,F,Blunt Object,Violent Crime,8,Yes,15-12-2025 23:00,11.0,2,6,17,1,1,95
36229,,2024-02-18 12:00:00,,Visakhapatnam,491,ASSAULT,35,F,Firearm,Violent Crime,10,Yes,30-03-2024 12:00,11.0,2,6,28,1,1,95
36233,,2024-02-18 16:00:00,,Nagpur,537,COUNTERFEITING,23,F,Other,Other Crime,14,No,,11.0,2,6,18,1,1,95
36234,,2024-02-18 17:00:00,,Hyderabad,271,EXTORTION,54,F,Other,Other Crime,7,Yes,11-03-2024 02:00,11.0,2,6,8,3,1,85
36235,,2024-02-18 18:00:00,,Delhi,305,HOMICIDE,28,F,Poison,Other Crime,11,Yes,06-11-2025 03:00,11.0,2,6,5,3,1,85
36237,,2024-02-18 20:00:00,,Pune,457,ARSON,27,F,,Fire Accident,16,No,,11.0,2,6,21,1,1,95
36238,,2024-02-18 21:00:00,,Agra,530,FRAUD,34,F,Poison,Other Crime,14,No,,11.0,2,6,0,3,1,85
36239,,2024-02-18 22:00:00,,Visakhapatnam,217,CYBERCRIME,35,F,Firearm,Other Crime,16,No,,11.0,2,6,28,1,1,95
36240,,2024-02-18 23:00:00,,Bangalore,469,IDENTITY THEFT,16,F,Poison,Violent Crime,4,Yes,26-04-2024 20:00,11.0,2,6,2,3,1,85
36241,,2024-02-19 00:00:00,,Ahmedabad,487,ASSAULT,68,F,,Violent Crime,3,Yes,20-04-2024 20:00,11.0,2,0,1,2,1,90
36242,,2024-02-19 01:00:00,,Jaipur,150,FRAUD,34,F,,Other Crime,6,Yes,09-04-2024 19:00,11.0,2,0,10,2,1,90
36243,,2024-02-19 02:00:00,,Lucknow,193,ILLEGAL POSSESSION,79,F,Blunt Object,Other Crime,11,Yes,01-03-2024 20:00,11.0,2,0,14,2,1,90
36244,,2024-02-19 03:00:00,,Lucknow,313,DRUG OFFENSE,10,F,,Other Crime,5,Yes,15-04-2024 00:00,11.0,2,0,14,2,1,90
36245,,2024-02-19 04:00:00,,Meerut,332,IDENTITY THEFT,32,F,Blunt Object,Violent Crime,1,No,,11.0,2,0,16,2,1,90
36246,,2024-02-19 05:00:00,,Jaipur,234,KIDNAPPING,75,F,Firearm,Other Crime,18,Yes,16-03-2024 21:00,11.0,2,0,10,2,1,90
36247,,2024-02-19 06:00:00,,Mumbai,114,FRAUD,68,F,,Other Crime,7,No,,11.0,2,0,17,2,1,90
36248,,2024-02-19 07:00:00,,Mumbai,493,DRUG OFFENSE,67,F,Knife,Other Crime,11,Yes,31-03-2024 16:00,11.0,2,0,17,2,1,90
36249,,2024-02-19 08:00:00,,Lucknow,437,EXTORTION,35,F,Blunt Object,Other Crime,5,No,,11.0,2,0,14,2,1,90
36250,,2024-02-19 09:00:00,,Hyderabad,105,SHOPLIFTING,16,F,Poison,Other Crime,2,Yes,29-03-2024 07:00,11.0,2,0,8,2,1,90
36252,,2024-02-19 11:00:00,,Chennai,235,FIREARM OFFENSE,47,F,Knife,Fire Accident,2,No,,11.0,2,0,4,2,1,90
36256,,2024-02-19 15:00:00,,Visakhapatnam,525,ASSAULT,12,F,Other,Violent Crime,6,Yes,15-03-2024 13:00,11.0,2,0,28,1,-1,65
36257,,2024-02-19 16:00:00,,Faridabad,553,ASSAULT,40,F,,Violent Crime,4,No,,11.0,2,0,6,2,1,90
36262,,2024-02-19 21:00:00,,Nagpur,181,COUNTERFEITING,77,F,Explosives,Other Crime,19,Yes,28-02-2024 08:00,11.0,2,0,18,2,1,90
36263,,2024-02-19 22:00:00,,Ahmedabad,512,CYBERCRIME,63,F,Explosives,Other Crime,19,No,,11.0,2,0,1,2,1,90
36264,,2024-02-19 23:00:00,,Bangalore,275,EXTORTION,14,F,Explosives,Other Crime,1,No,,11.0,2,0,2,2,1,90
36265,,2024-02-20 00:00:00,,Delhi,196,VEHICLE - STOLEN,23,F,,Violent Crime,13,No,,11.0,2,1,5,2,1,90
36267,,2024-02-20 02:00:00,,Ghaziabad,410,VANDALISM,66,F,Firearm,Other Crime,1,Yes,29-04-2024 06:00,11.0,2,1,7,2,1,90
36268,,2024-02-20 03:00:00,,Kanpur,516,SEXUAL ASSAULT,29,F,Other,Violent Crime,6,No,,11.0,2,1,12,2,1,90
36269,,2024-02-20 04:00:00,,Bhopal,207,CYBERCRIME,33,F,Knife,Other Crime,17,No,,11.0,2,1,3,2,1,90
36270,,2024-02-20 05:00:00,,Ahmedabad,285,VANDALISM,51,F,Knife,Other Crime,17,Yes,25-04-2024 14:00,11.0,2,1,1,2,1,90
36271,,2024-02-20 06:00:00,,Bangalore,405,ROBBERY,67,F,,Violent Crime,15,Yes,28-07-2024 12:00,11.0,2,1,2,2,1,90
36272,,2024-02-20 07:00:00,,Chennai,569,PUBLIC INTOXICATION,42,F,Poison,Other Crime,18,Yes,01-03-2024 12:00,11.0,2,1,4,2,1,90
36274,,2024-02-20 09:00:00,,Mumbai,347,CYBERCRIME,54,F,Explosives,Other Crime,10,No,,11.0,2,1,17,2,1,90
36275,,2024-02-20 10:00:00,,Chennai,448,FIREARM OFFENSE,10,F,Knife,Fire Accident,9,Yes,25-03-2024 20:00,11.0,2,1,4,2,1,90
36276,,2024-02-20 11:00:00,,Bangalore,190,KIDNAPPING,28,F,Explosives,Other Crime,1,Yes,24-04-2024 01:00,11.0,2,1,2,2,1,90
36277,,2024-02-20 12:00:00,,Thane,383,COUNTERFEITING,19,F,Firearm,Other Crime,13,Yes,03-05-2024 12:00,11.0,2,1,25,1,1,95
36278,,2024-02-20 13:00:00,,Kolkata,559,PUBLIC INTOXICATION,38,F,,Other Crime,13,Yes,10-03-2024 09:00,11.0,2,1,13,2,1,90
36279,,2024-02-20 14:00:00,,Jaipur,284,IDENTITY THEFT,78,F,Explosives,Violent Crime,7,Yes,21-03-2024 01:00,11.0,2,1,10,2,1,90
36280,,2024-02-20 15:00:00,,Ahmedabad,122,ASSAULT,52,F,,Violent Crime,15,No,,11.0,2,1,1,2,1,90
36283,,2024-02-20 18:00:00,,Lucknow,143,SEXUAL ASSAULT,43,F,Other,Violent Crime,16,Yes,07-07-2025 05:00,11.0,2,1,14,2,1,90
36284,,2024-02-20 19:00:00,,Meerut,451,ARSON,15,F,Poison,Fire Accident,9,No,,11.0,2,1,16,2,1,90
36285,,2024-02-20 20:00:00,,Lucknow,279,HOMICIDE,16,F,Poison,Other Crime,8,Yes,17-07-2025 13:00,11.0,2,1,14,2,1,90
36286,,2024-02-20 21:00:00,,Delhi,416,KIDNAPPING,61,F,Explosives,Other Crime,17,Yes,30-04-2024 20:00,11.0,2,1,5,2,1,90
36289,,2024-02-21 00:00:00,,Thane,577,CYBERCRIME,21,F,,Other Crime,17,Yes,12-05-2024 06:00,11.0,2,2,25,1,1,95
36290,,2024-02-21 01:00:00,,Mumbai,422,FRAUD,46,F,Firearm,Other Crime,13,Yes,20-05-2024 17:00,11.0,2,2,17,1,1,95
36293,,2024-02-21 04:00:00,,Bangalore,540,PUBLIC INTOXICATION,77,F,Poison,Other Crime,19,Yes,05-03-2024 16:00,11.0,2,2,2,2,1,90
36294,,2024-02-21 05:00:00,,Agra,491,VANDALISM,69,F,,Other Crime,3,No,,11.0,2,2,0,2,1,90
36296,,2024-02-21 07:00:00,,Delhi,156,PUBLIC INTOXICATION,56,F,,Other Crime,17,No,,11.0,2,2,5,2,1,90
36297,,2024-02-21 08:00:00,,Pune,249,SHOPLIFTING,40,F,Explosives,Other Crime,1,No,,11.0,2,2,21,1,1,95
36298,,2024-02-21 09:00:00,,Mumbai,310,SHOPLIFTING,55,F,Poison,Other Crime,14,Yes,09-03-2024 10:00,11.0,2,2,17,1,1,95
36299,,2024-02-21 10:00:00,,Kolkata,471,EXTORTION,15,F,Explosives,Other Crime,13,No,,11.0,2,2,13,2,1,90
36300,,2024-02-21 11:00:00,,Delhi,111,HOMICIDE,38,F,Explosives,Other Crime,9,Yes,06-04-2025 17:00,11.0,2,2,5,2,1,90
36301,,2024-02-21 12:00:00,,Chennai,325,ARSON,59,F,Explosives,Fire Accident,5,Yes,21-03-2024 17:00,11.0,2,2,4,2,1,90
36302,,2024-02-21 13:00:00,,Delhi,420,ROBBERY,14,F,Explosives,Violent Crime,2,No,,11.0,2,2,5,2,1,90
36303,,2024-02-21 14:00:00,,Mumbai,246,FRAUD,29,F,Firearm,Other Crime,3,No,,11.0,2,2,17,1,1,95
36305,,2024-02-21 16:00:00,,Bangalore,484,HOMICIDE,76,F,Knife,Other Crime,5,Yes,27-03-2025 04:00,11.0,2,2,2,2,1,90
36306,,2024-02-21 17:00:00,,Bangalore,509,IDENTITY THEFT,12,F,Firearm,Violent Crime,1,No,,11.0,2,2,2,2,1,90
36308,,2024-02-21 19:00:00,,Surat,577,COUNTERFEITING,67,F,Poison,Other Crime,3,No,,11.0,2,2,24,1,1,95
36310,,2024-02-21 21:00:00,,Surat,177,ARSON,59,F,Poison,Fire Accident,11,No,,11.0,2,2,24,1,1,95
36311,,2024-02-21 22:00:00,,Delhi,458,DOMESTIC VIOLENCE,46,F,Poison,Violent Crime,17,Yes,17-05-2024 13:00,11.0,2,2,5,2,1,90
36312,,2024-02-21 23:00:00,,Agra,352,PUBLIC INTOXICATION,54,F,Other,Other Crime,19,Yes,17-03-2024 14:00,11.0,2,2,0,2,1,90
36313,,2024-02-22 00:00:00,,Delhi,297,COUNTERFEITING,27,F,Blunt Object,Other Crime,16,Yes,06-03-2024 01:00,11.0,2,3,5,3,1,85
36314,,2024-02-22 01:00:00,,Jaipur,391,PUBLIC INTOXICATION,40,F,Blunt Object,Other Crime,8,No,,11.0,2,3,10,3,1,85
36315,,2024-02-22 02:00:00,,Kanpur,383,ILLEGAL POSSESSION,72,F,Firearm,Other Crime,8,No,,11.0,2,3,12,1,1,95
36316,,2024-02-22 03:00:00,,Bangalore,291,SHOPLIFTING,41,F,Other,Other Crime,16,Yes,06-03-2024 05:00,11.0,2,3,2,3,1,85
36317,,2024-02-22 04:00:00,,Nagpur,269,VEHICLE - STOLEN,79,F,,Violent Crime,13,Yes,27-03-2024 20:00,11.0,2,3,18,1,1,95
36318,,2024-02-22 05:00:00,,Surat,139,SHOPLIFTING,12,F,,Other Crime,10,Yes,08-05-2024 13:00,11.0,2,3,24,1,1,95
36319,,2024-02-22 06:00:00,,Bhopal,175,VEHICLE - STOLEN,36,F,Firearm,Violent Crime,13,Yes,07-03-2024 19:00,11.0,2,3,3,3,1,85
36320,,2024-02-22 07:00:00,,Bangalore,339,HOMICIDE,31,F,Firearm,Other Crime,12,Yes,09-10-2025 03:00,11.0,2,3,2,3,1,85
36322,,2024-02-22 09:00:00,,Patna,259,VEHICLE - STOLEN,11,F,Other,Violent Crime,14,Yes,02-04-2024 18:00,11.0,2,3,20,1,1,95
36323,,2024-02-22 10:00:00,,Ghaziabad,460,KIDNAPPING,60,F,Explosives,Other Crime,10,No,,11.0,2,3,7,3,1,85
36324,,2024-02-22 11:00:00,,Hyderabad,229,FRAUD,28,F,Other,Other Crime,19,Yes,13-04-2024 22:00,11.0,2,3,8,3,1,85
36325,,2024-02-22 12:00:00,,Mumbai,293,ASSAULT,19,F,Explosives,Violent Crime,16,Yes,24-03-2024 14:00,11.0,2,3,17,1,1,95
36326,,2024-02-22 13:00:00,,Bangalore,108,EXTORTION,40,F,Knife,Other Crime,7,Yes,28-03-2024 05:00,11.0,2,3,2,3,1,85
36329,,2024-02-22 16:00:00,,Pune,444,COUNTERFEITING,33,F,Poison,Other Crime,9,No,,11.0,2,3,21,1,1,95
36330,,2024-02-22 17:00:00,,Kolkata,339,PUBLIC INTOXICATION,46,F,Knife,Other Crime,7,Yes,19-03-2024 05:00,11.0,2,3,13,1,1,95
36331,,2024-02-22 18:00:00,,Ghaziabad,343,ARSON,41,F,,Fire Accident,8,Yes,28-04-2024 15:00,11.0,2,3,7,3,1,85
36333,,2024-02-22 20:00:00,,Kolkata,155,VANDALISM,17,F,Firearm,Other Crime,6,Yes,13-04-2024 03:00,11.0,2,3,13,1,1,95
36334,,2024-02-22 21:00:00,,Lucknow,561,EXTORTION,68,F,Blunt Object,Other Crime,17,Yes,07-03-2024 13:00,11.0,2,3,14,1,1,95
36335,,2024-02-22 22:00:00,,Mumbai,334,TRAFFIC VIOLATION,47,F,Knife,Traffic Fatality,18,No,,11.0,2,3,17,1,1,95
36336,,2024-02-22 23:00:00,,Hyderabad,336,BURGLARY,10,F,Other,Other Crime,8,No,,11.0,2,3,8,3,1,85
36338,,2024-02-23 01:00:00,,Hyderabad,211,EXTORTION,69,F,Blunt Object,Other Crime,15,Yes,20-03-2024 09:00,11.0,2,4,8,3,1,85
36339,,2024-02-23 02:00:00,,Nagpur,558,ARSON,37,F,Poison,Fire Accident,1,Yes,23-04-2024 07:00,11.0,2,4,18,1,1,95
36342,,2024-02-23 05:00:00,,Delhi,135,IDENTITY THEFT,11,F,Blunt Object,Violent Crime,9,Yes,07-05-2024 07:00,11.0,2,4,5,3,1,85
36343,,2024-02-23 06:00:00,,Chennai,289,DOMESTIC VIOLENCE,28,F,Other,Violent Crime,9,Yes,28-04-2024 18:00,11.0,2,4,4,3,1,85
36344,,2024-02-23 07:00:00,,Mumbai,390,IDENTITY THEFT,20,F,Firearm,Violent Crime,15,No,,11.0,2,4,17,1,1,95
36345,,2024-02-23 08:00:00,,Bangalore,110,VANDALISM,13,F,Poison,Other Crime,2,Yes,17-04-2024 15:00,11.0,2,4,2,3,1,85
36346,,2024-02-23 09:00:00,,Kolkata,268,CYBERCRIME,25,F,Knife,Other Crime,5,Yes,31-03-2024 22:00,11.0,2,4,13,3,1,85
36347,,2024-02-23 10:00:00,,Lucknow,158,ROBBERY,36,F,Firearm,Violent Crime,19,Yes,23-07-2024 16:00,11.0,2,4,14,1,1,95
36348,,2024-02-23 11:00:00,,Pune,267,FRAUD,73,F,Poison,Other Crime,7,No,,11.0,2,4,21,1,1,95
36350,,2024-02-23 13:00:00,,Mumbai,412,TRAFFIC VIOLATION,72,F,Knife,Traffic Fatality,16,No,,11.0,2,4,17,1,1,95
36352,,2024-02-23 15:00:00,,Indore,401,KIDNAPPING,11,F,Knife,Other Crime,4,No,,11.0,2,4,9,3,1,85
36354,,2024-02-23 17:00:00,,Delhi,487,VANDALISM,17,F,Explosives,Other Crime,6,No,,11.0,2,4,5,3,1,85
36357,,2024-02-23 20:00:00,,Lucknow,443,VEHICLE - STOLEN,46,F,Blunt Object,Violent Crime,18,No,,11.0,2,4,14,1,1,95
36358,,2024-02-23 21:00:00,,Pune,444,COUNTERFEITING,71,F,Poison,Other Crime,5,Yes,26-03-2024 14:00,11.0,2,4,21,1,1,95
36360,,2024-02-23 23:00:00,,Kolkata,599,TRAFFIC VIOLATION,32,F,Firearm,Traffic Fatality,10,Yes,28-02-2024 21:00,11.0,2,4,13,1,1,95
36361,,2024-02-24 00:00:00,,Pune,114,SEXUAL ASSAULT,25,F,Firearm,Violent Crime,1,No,,11.0,2,5,21,1,1,95
36364,,2024-02-24 03:00:00,,Thane,537,ASSAULT,26,F,,Violent Crime,2,Yes,14-04-2024 04:00,11.0,2,5,25,1,1,95
36366,,2024-02-24 05:00:00,,Ahmedabad,277,VEHICLE - STOLEN,10,F,Other,Violent Crime,1,No,,11.0,2,5,1,3,1,85
36367,,2024-02-24 06:00:00,,Kolkata,223,BURGLARY,37,F,Poison,Other Crime,1,No,,11.0,2,5,13,3,1,85
36368,,2024-02-24 07:00:00,,Hyderabad,524,FIREARM OFFENSE,67,F,Firearm,Fire Accident,10,No,,11.0,2,5,8,3,1,85
36369,,2024-02-24 08:00:00,,Chennai,450,HOMICIDE,39,F,Firearm,Other Crime,2,Yes,18-02-2026 16:00,11.0,2,5,4,3,1,85
36370,,2024-02-24 09:00:00,,Indore,347,ILLEGAL POSSESSION,42,F,Explosives,Other Crime,12,Yes,16-05-2024 23:00,11.0,2,5,9,3,1,85
36372,,2024-02-24 11:00:00,,Bangalore,390,VEHICLE - STOLEN,44,F,Firearm,Violent Crime,16,No,,11.0,2,5,2,3,1,85
36373,,2024-02-24 12:00:00,,Jaipur,496,BURGLARY,69,F,Blunt Object,Other Crime,2,No,,11.0,2,5,10,3,1,85
36374,,2024-02-24 13:00:00,,Chennai,195,FRAUD,12,F,Other,Other Crime,2,Yes,09-05-2024 17:00,11.0,2,5,4,3,1,85
36375,,2024-02-24 14:00:00,,Mumbai,327,BURGLARY,55,F,Knife,Other Crime,11,No,,11.0,2,5,17,1,1,95
